Functional Loc,FLOC Type,Description,SupFunctLoc,SupFL Description,ABC Indic,Criticality Justification,PSRef,PSRef2,NEW PS Ref.,NEW PS Ref. 2,NL SCE
CHIS-C-NAAD-FLD,U_FLOC,"NA, Field equipment",CHIS-C-NAAD,Navigation Aids,I,Inherited from System 'CHIS-C-NAAD' Analysed Criticality Result,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDFOG,U_NAV,"NA, Fog Horn",CHIS-C-NAAD-FLD,"NA, Field equipment",I,Inherited from System 'CHIS-C-NAAD' Analysed Criticality Result,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDFOG-E9002,U_NAV,Fog Horn Controller,CHIS-C-NAAD-FLDFOG,"NA, Fog Horn",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDFOG-E9007,U_NAV,Fog Horn,CHIS-C-NAAD-FLDFOG,"NA, Fog Horn",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDFOG-E9015,U_NAV,Fog Detector,CHIS-C-NAAD-FLDFOG,"NA, Fog Horn",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDHEL,U_NAV,"NA, Helideck lights",CHIS-C-NAAD-FLD,"NA, Field equipment",I,Inherited from System 'CHIS-C-NAAD' Analysed Criticality Result,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDHEL-CCT NO1,U_NAV,Perimeter lights CCT No1,CHIS-C-NAAD-FLDHEL,"NA, Helideck lights",K,"No longer SCE-I, PS has been adjusted 23/1/17",,,,,I
CHIS-C-NAAD-FLDHEL-CCT NO2,U_NAV,Perimeter lights CCT No2,CHIS-C-NAAD-FLDHEL,"NA, Helideck lights",K,"No longer SCE-I, PS has been adjusted 23/1/17",,,,,I
CHIS-C-NAAD-FLDHEL-FLOOD,U_NAV,Helideck Flood lights,CHIS-C-NAAD-FLDHEL,"NA, Helideck lights",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT,U_NAV,"NA, Navigation Aids",CHIS-C-NAAD-FLD,"NA, Field equipment",I,Inherited from System 'CHIS-C-NAAD' Analysed Criticality Result,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9001,U_NAV,Latern Controller,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9004A,U_NAV,Navigation Aids Main Lights A,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9004B,U_NAV,Navigation Aids Main Lights B,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9004C,U_NAV,Navigation Aids Main Lights C,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9005A,U_NAV,Navigation Aids Main Lights A,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9005B,U_NAV,Navigation Aids Main Lights B,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9005C,U_NAV,Navigation Aids Main Lights C,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9006A,U_NAV,Subsidary Marine Lights Set A,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9006B,U_NAV,Subsidary Marine Lights Set B,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9012,U_NAV,Wave Off LTG Controller,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9013,U_NAV,Heli Wave Off Lights,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9014A,U_NAV,Heli Wave Off Lights,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-C-NAAD-FLDLGT-E9014B,U_NAV,Wave Off LTG Controller,CHIS-C-NAAD-FLDLGT,"NA, Navigation Aids",I,SCE Results in Agreement,CH-PS12,,SECE11,,I
CHIS-F,U_FLOC,Facility / Living Quarters,CHIS,Chiswick - Platform (unmanned),I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,CH-PS08,,SECE07,,I
CHIS-F-HV,U_HVAC,HVAC Systems,CHIS-F,Facility / Living Quarters,I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,CH-PS08,,SECE07,,I
CHIS-F-HVAC,U_HVAC,HV F&G Action,CHIS-F-HV,HVAC Systems,I,System Analysed Criticality Result,CH-PS08,,SECE07,,I
CHIS-F-HVAC-CLO000,U_REGION,"Fire Dampers, Zone",CHIS-F-HVAC,HV F&G Action,I,Inherited from System 'CHIS-F-HVAC' Analysed Criticality Result,CH-PS08,,SECE07,,I
CHIS-F-HVAC-CLO000-U8803,U_FG,"Fire Damper, Supply Local Equipment Room",CHIS-F-HVAC-CLO000,"Fire Dampers, Zone",I,Agreed to be SCE-I review meeting 23/1/17,CH-PS08,,SECE07,,I
CHIS-F-HVAC-CLO000-U8804,U_FG,"Fire Damper, Extr. Local Equipment Room",CHIS-F-HVAC-CLO000,"Fire Dampers, Zone",I,Agreed to be SCE-I review meeting 23/1/17,CH-PS08,,SECE07,,I
CHIS-F-HVLQ,U_HVAC,"HVAC, Temp Shelter",CHIS-F-HV,HVAC Systems,N,"agreed to be SCE-N, 23/1/17",,,,,I
CHIS-F-HVLQ-VEN,U_HVAC,"HVAC, Ventilation",CHIS-F-HVLQ,"HVAC, Temp Shelter",I,Agreed to be SCE-I review meeting 23/1/17,CH-PS08,,SECE07,,I
CHIS-F-HVLQ-VENAHU,U_HVAC,"HVAC, Air Handling Units",CHIS-F-HVLQ-VEN,"HVAC, Ventilation",N,"agreed to be SCE-N, 23/1/17",,,,,I
CHIS-F-HVLQ-VENDCT,U_HVAC,"HVAC, Ducting",CHIS-F-HVLQ-VEN,"HVAC, Ventilation",N,"agreed to be SCE-N, 23/1/17",,,,,I
CHIS-F-HVLQ-VENFAN,U_HVAC,"HVAC, Ventilation Fans",CHIS-F-HVLQ-VEN,"HVAC, Ventilation",I,Agreed to be SCE-I review meeting 23/1/17,CH-PS08,,SECE07,,I
CHIS-F-HVLQ-VENFAN-FLT8801,U_FILTERS,HVAC Ventilation Filters,CHIS-F-HVLQ-VENFAN,"HVAC, Ventilation Fans",N,"agreed to be SCE-N, 23/1/17",,,,,I
CHIS-F-HVLQ-VENFAN-W8801,U_HVAC,HVAC Fan,CHIS-F-HVLQ-VENFAN,"HVAC, Ventilation Fans",I,Agreed to be SCE-I review meeting 23/1/17,CH-PS08,,SECE07,,I
CHIS-F-LQ,U_FLOC,"Living Quarters, EOA",CHIS-F,Facility / Living Quarters,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,,,,,N
CHIS-F-LQWS,U_FLOC,"Living Quarters, Water Supply",CHIS-F-LQ,"Living Quarters, EOA",N,System Analysed Criticality Result,,,,,N
CHIS-F-LQWS-POT,U_FLOC,"Living Quarters, Potable Water",CHIS-F-LQWS,"Living Quarters, Water Supply",N,Inherited from System 'CHIS-F-LQWS' Analysed Criticality Result,,,,,N
CHIS-F-LQWS-POTINL,U_FLOC,"Potable Water, Inlet",CHIS-F-LQWS-POT,"Living Quarters, Potable Water",N,Inherited from System 'CHIS-F-LQWS' Analysed Criticality Result,,,,,N
CHIS-F-WQ,U_FLOC,Working Quarters,CHIS-F,Facility / Living Quarters,,High Level System Tag - No Criticality Value,,,,,
CHIS-F-WQSE,U_FLOC,"Working Quarters, Section",CHIS-F-WQ,Working Quarters,,Maintenance equipment not considered for criticality assessment,,,,,
CHIS-F-WQSE-BAT,U_FACILITY,"Working Quarters,  Battery Room",CHIS-F-WQSE,"Working Quarters, Section",,Maintenance equipment not considered for criticality assessment,,,,,
CHIS-F-WQSE-BATFIX,U_MISC,Fixed Battery Room Tools,CHIS-F-WQSE-BAT,"Working Quarters,  Battery Room",,Maintenance equipment not considered for criticality assessment,,,,,
CHIS-F-WQSE-EIR,U_FACILITY,"Working Quarters,  Control / E&I Room,",CHIS-F-WQSE,"Working Quarters, Section",,Maintenance equipment not considered for criticality assessment,,,,,
CHIS-F-WQSE-EIRFIX,U_MISC,Fixed E/I Room Tools,CHIS-F-WQSE-EIR,"Working Quarters,  Control / E&I Room,",,Maintenance equipment not considered for criticality assessment,,,,,
CHIS-F-WQSE-EIRHND,U_MISC,Hand Tools,CHIS-F-WQSE-EIR,"Working Quarters,  Control / E&I Room,",,Maintenance equipment not considered for criticality assessment,,,,,
CHIS-F-WQSE-EIRMOB,U_MISC,Mobile Workshop Tools,CHIS-F-WQSE-EIR,"Working Quarters,  Control / E&I Room,",,Maintenance equipment not considered for criticality assessment,,,,,
CHIS-H,U_FLOC,"Health, Safety and Environment",CHIS,Chiswick - Platform (unmanned),I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,CH-PS09,,SECE08,,I
CHIS-H-FF,U_FLOC,Fire Fighting Systems,CHIS-H,"Health, Safety and Environment",N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,,,,,I
CHIS-H-FFFE,U_FIRE,Fire Extinguishers,CHIS-H-FF,Fire Fighting Systems,N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-BLA,U_SAFETY,Fire Blankets,CHIS-H-FFFE,Fire Extinguishers,N,"agreed to be SCE-N, 23/1/17",,,,,I
CHIS-H-FFFE-BLAGEN,U_SAFETY,Fire Blankets,CHIS-H-FFFE-BLA,Fire Blankets,N,Inherited from System 'CHIS-H-FFFE' Analysed Criticality Result,,,,,I
CHIS-H-FFFE-BLAGEN-50FB0001,U_SAFETY,"Fire Blanket, EAO Shelter",CHIS-H-FFFE-BLAGEN,Fire Blankets,N,Inherited from System 'CHIS-H-FFFE' Analysed Criticality Result,,,,,I
CHIS-H-FFFE-CO2,U_SAFETY,CO2 Extinguishers,CHIS-H-FFFE,Fire Extinguishers,N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-CO205K,U_SAFETY,"CO2 Extinguishers, 5 Kg",CHIS-H-FFFE-CO2,CO2 Extinguishers,N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-CO205K-50EXTC0001,U_SAFETY,"CO2 Extinguishers, 5 Kg, West",CHIS-H-FFFE-CO205K,"CO2 Extinguishers, 5 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-CO205K-50EXTC0002,U_SAFETY,"CO2 Extinguishers, 5 Kg, West",CHIS-H-FFFE-CO205K,"CO2 Extinguishers, 5 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-CO209K,U_SAFETY,"CO2 Extinguishers, 9 Kg",CHIS-H-FFFE-CO2,CO2 Extinguishers,N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-CO209K-50EXTC0010,U_SAFETY,"CO2 Extinguishers, 9 Kg, East",CHIS-H-FFFE-CO209K,"CO2 Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-CO209K-50EXTC0011,U_SAFETY,"CO2 Extinguishers, 9 Kg, West",CHIS-H-FFFE-CO209K,"CO2 Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-FOA,U_FIRE,Foam Extinguishers,CHIS-H-FFFE,Fire Extinguishers,N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-FOA45L,U_FIRE,"Foam Extinguishers, 45 Liter",CHIS-H-FFFE-FOA,Foam Extinguishers,N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-FOA45L-S5006A,U_FIRE,"Foam Extinguishers, 45 Liter, East",CHIS-H-FFFE-FOA45L,"Foam Extinguishers, 45 Liter",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-FOA45L-S5006B,U_FIRE,"Foam Extinguishers, 45 Liter, West",CHIS-H-FFFE-FOA45L,"Foam Extinguishers, 45 Liter",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW,U_FIRE,Powder Extinguishers,CHIS-H-FFFE,Fire Extinguishers,N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW09K,U_FIRE,"Powder Extinguishers, 9 Kg",CHIS-H-FFFE-POW,Powder Extinguishers,N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW09K-50EXTP0001,U_FIRE,"Powder Extinguishers, 9 Kg, West",CHIS-H-FFFE-POW09K,"Powder Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW09K-50EXTP0002,U_FIRE,"Powder Extinguishers, 9 Kg, East",CHIS-H-FFFE-POW09K,"Powder Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW09K-50EXTP0003,U_FIRE,"Powder Extinguishers, 9 Kg, EOA Shelter",CHIS-H-FFFE-POW09K,"Powder Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW09K-50EXTP0004,U_FIRE,"Powder Extinguishers, 9 Kg, West",CHIS-H-FFFE-POW09K,"Powder Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW09K-50EXTP0005,U_FIRE,"Powder Extinguishers, 9 Kg, East",CHIS-H-FFFE-POW09K,"Powder Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW09K-50EXTP0006,U_FIRE,"Powder Extinguishers, 9 Kg, South",CHIS-H-FFFE-POW09K,"Powder Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW09K-50EXTP0007,U_FIRE,"Powder Extinguishers, 9 Kg, South/East",CHIS-H-FFFE-POW09K,"Powder Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW09K-50EXTP0008,U_FIRE,"Powder Extinguishers, 9 Kg, North/East",CHIS-H-FFFE-POW09K,"Powder Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW09K-50EXTP0009,U_FIRE,"Powder Extinguishers, 9 Kg, North/West",CHIS-H-FFFE-POW09K,"Powder Extinguishers, 9 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW50K,U_FIRE,"Powder Extinguishers, 50 Kg",CHIS-H-FFFE-POW,Powder Extinguishers,N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW50K-S5001A,U_FIRE,"Powder Extinguishers, 50 Kg, East side",CHIS-H-FFFE-POW50K,"Powder Extinguishers, 50 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-FFFE-POW50K-S5001B,U_FIRE,"Powder Extinguishers, 50 Kg, West side",CHIS-H-FFFE-POW50K,"Powder Extinguishers, 50 Kg",N,Extinguishers agreed to be SCE N at review meeting 23/1/17,,,,,I
CHIS-H-SA,U_SAFETY,Safety Systems,CHIS-H,"Health, Safety and Environment",I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,CH-PS09,,SECE08,,I
CHIS-H-SAEE,U_EVAC,Evacuation Systems,CHIS-H-SA,Safety Systems,I,System Analysed Criticality Result,CH-PS09,,SECE08,,I
CHIS-H-SAEE-BOA,U_EVAC,Boats,CHIS-H-SAEE,Evacuation Systems,I,Inherited from System 'CHIS-H-SAEE' Analysed Criticality Result,CH-PS09,,SECE08,,I
CHIS-H-SAEE-BOAWLB,U_EVAC,Life Boat (TAG CH-S-8001),CHIS-H-SAEE-BOA,Boats,I,SCE Results in Agreement,CH-PS09,,SECE08,,I
CHIS-H-SAEE-BOAWLB-EPIRB,U_MISC,EPIRB Lifeboat Chiswick,CHIS-H-SAEE-BOAWLB,Life Boat (TAG CH-S-8001),I,SCE Results in Agreement,CH-PS09,,SECE08,,I
CHIS-H-SAEE-BOAWLB-KIT0001,U_EVAC,Lifeboat inventory,CHIS-H-SAEE-BOAWLB,Life Boat (TAG CH-S-8001),I,SCE Results in Agreement,CH-PS09,,SECE08,,I
CHIS-H-SAEE-BOAWLB-S8001,U_CE,Life Boat Engine,CHIS-H-SAEE-BOAWLB,Life Boat (TAG CH-S-8001),I,SCE Results in Agreement,CH-PS09,,SECE08,,I
CHIS-H-SAEE-BOAWLB-SART,U_MISC,SART Lifeboat Chiswick,CHIS-H-SAEE-BOAWLB,Life Boat (TAG CH-S-8001),I,SCE Results in Agreement,CH-PS09,,SECE08,,I
CHIS-H-SAEE-DGE,U_EVAC,Decending Gear,CHIS-H-SAEE,Evacuation Systems,I,Inherited from System 'CHIS-H-SAEE' Analysed Criticality Result,CH-PS09,,SECE08,,I
CHIS-H-SAEE-DGEADD,U_EVAC,"Decending Gear, Decending Donut",CHIS-Z,,N,Assumed to be Decommissioned as part of redundant FLOCS hierarchy - No Criticality Value,,,,,I
CHIS-H-SAEE-DGEADD-80DD001,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD002,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD003,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD004,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD005,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD006,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD007,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD008,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD009,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD010,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD011,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD012,U_EVAC,"Decending Device, SE Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD013,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD014,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD015,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD016,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD017,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD018,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD019,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD020,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD021,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD022,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD023,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGEADD-80DD024,U_EVAC,"Decending Device, S Cellar Deck",CHIS-H-SAEE-DGEADD,"Decending Gear, Decending Donut",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGECDD,U_EVAC,"Decending Gear, Decending Sling",CHIS-H-SAEE-DGE,Decending Gear,I,Inherited from System 'CHIS-H-SAEE' Analysed Criticality Result,CH-PS09,,SECE08,,I
CHIS-H-SAEE-DGECDD-80PED0001,U_EVAC,"Decending Device, CH Cellar D. Southeast",CHIS-H-SAEE-DGECDD,"Decending Gear, Decending Sling",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-DGECDD-80PED0002,U_EVAC,"Decending Device, CH Cellar D. Southwest",CHIS-H-SAEE-DGECDD,"Decending Gear, Decending Sling",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-PER,U_EVAC,Personnel Evacuation Equipment,CHIS-H-SAEE,Evacuation Systems,I,Inherited from System 'CHIS-H-SAEE' Analysed Criticality Result,CH-PS09,,SECE08,,I
CHIS-H-SAEE-PERJAC,U_EVAC,"Life Jackets, Box",CHIS-H-SAEE-PER,Personnel Evacuation Equipment,I,Inherited from System 'CHIS-H-SAEE' Analysed Criticality Result,CH-PS09,,SECE08,,I
CHIS-H-SAEE-PERJAC-S8003,U_EVAC,"Life Jackets, Box, in L.E.R.",CHIS-H-SAEE-PERJAC,"Life Jackets, Box",I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SAEE-RAF,U_EVAC,Rafts,CHIS-H-SAEE,Evacuation Systems,I,Inherited from System 'CHIS-H-SAEE' Analysed Criticality Result,CH-PS09,,SECE08,,I
CHIS-H-SAEE-RAFINF,U_EVAC,Inflatable Raft,CHIS-H-SAEE-RAF,Rafts,I,Inherited from System 'CHIS-H-SAEE' Analysed Criticality Result,CH-PS09,,SECE08,,I
CHIS-H-SAEE-RAFINF-S8102A,U_EVAC,"Inflatable Raft, 16, Cellar Deck SE",CHIS-H-SAEE-RAFINF,Inflatable Raft,I,SCE Results in Agreement,CH-PS09,,SECE08,,I
CHIS-H-SAEE-RAFINF-S8102B,U_EVAC,"Inflatable Raft, 16, Cellar Deck South",CHIS-H-SAEE-RAFINF,Inflatable Raft,I,SCE Results in Agreement,CH-PS09,,SECE08,,I
CHIS-H-SARE,U_SAFETY,Rescue / Salvage / Medical Systems,CHIS-H-SA,Safety Systems,I,System Analysed Criticality Result,CH-PS17,,SECE08,,I
CHIS-H-SARE-FRE,U_SAFETY,Personal Fire Fighting Equipment,CHIS-H-SARE,Rescue / Salvage / Medical Systems,I,Inherited from System 'CHIS-H-SARE' Analysed Criticality Result,CH-PS17,,SECE08,,I
CHIS-H-SARE-FRECAA,U_SAFETY,Breathing Apparatus,CHIS-H-SARE-FRE,Personal Fire Fighting Equipment,I,Inherited from System 'CHIS-H-SARE' Analysed Criticality Result,CH-PS17,,SECE08,,I
CHIS-H-SARE-FRECAB,U_SAFETY,Firemans Equipment Cabinet,CHIS-H-SARE-FRE,Personal Fire Fighting Equipment,I,Inherited from System 'CHIS-H-SARE' Analysed Criticality Result,CH-PS17,,SECE08,,I
CHIS-H-SARE-FRECAB-80KIT0001,U_SAFETY,Fireman Equipment Kit,CHIS-H-SARE-FRECAB,Firemans Equipment Cabinet,I,SCE Results in Agreement,CH-PS17,,SECE08,,I
CHIS-H-SARE-FRESAL,U_SAFETY,Safety Lamp with Chargers,CHIS-H-SARE-FRE,Personal Fire Fighting Equipment,I,Inherited from System 'CHIS-H-SARE' Analysed Criticality Result,CH-PS17,,SECE08,,I
CHIS-H-SARE-FRESUI,U_SAFETY,Fire Fighting Suits,CHIS-H-SARE-FRE,Personal Fire Fighting Equipment,I,Inherited from System 'CHIS-H-SARE' Analysed Criticality Result,CH-PS17,,SECE08,,I
CHIS-H-SARE-KIT,U_SAFETY,Kits / Boxes,CHIS-H-SARE,Rescue / Salvage / Medical Systems,I,Inherited from System 'CHIS-H-SARE' Analysed Criticality Result,CH-PS17,,SECE08,,I
CHIS-H-SARE-KITHEL,U_SAFETY,Helicopter Crash Kits,CHIS-H-SARE-KIT,Kits / Boxes,I,Inherited from System 'CHIS-H-SARE' Analysed Criticality Result,CH-PS17,,SECE08,,I
